id,text,valence,arousal,dominance,split,source
Nathans_Bylichka_35204_35346,"The stone was as warm as human flesh now, and there was a sort of glow that might have been light or just the stone’s soft heat, I don’t know.",0.1,-0.05,0.0,train,EmoBank
WhatToHongKong_11283_11365,There are still a great many factory outlet stores with reasonable prices.,0.2,0.05,0.1,train,EmoBank
captured_moments_19935_19939,"""Ah.",0.0,-0.165,0.055,train,EmoBank
captured_moments_12848_12889,Truth is always more boring than fiction.,-0.1,-0.15,0.1,train,EmoBank
cable_spool_fort_138_216,"He wished Roy wouldn't fall for that gag every time, ""get me a big rock, Roy.""",0.0,-0.055,0.055,train,EmoBank
113CWL018_55_152,"Kids today face overwhelming pressures, everything from trouble at home to gangs and drugs.",-0.4,0.0,-0.1,train,EmoBank
wwf12_4173_4229,"Sincerely, Kathryn S. Fuller President",0.06,-0.125,0.0,train,EmoBank
A_defense_of_Michael_Moore_11530_11594,"When Heston mentions the mayor of Denver, the crowd boos loudly.",-0.25,0.1,-0.1,train,EmoBank
Fermentation_HR5034_6492_6807,"It is the intent of this language to make clear the congressional support for the holding in Granholm-prohibiting state laws that allow an in-state winery to do something a similarly situated out-of-state winery cannot do. Language that bars facial discrimination is included in the bill to codify this prohibition""",0.05,-0.05,-0.05,train,EmoBank
wildelifewatch1_3793_3823,We look forward to your reply.,0.07,0.0,0.0,train,EmoBank
captured_moments_28882_28898,This is torture.,-0.665,0.335,-0.28,train,EmoBank
113CWL017_604_681,That's why I want you to learn more about the Super Summer Safari Camp.,0.07,0.0,0.0,train,EmoBank
Bartok_10000_10121,"Paul Wilson describes the transition from the Introduction to the Exposition as “quite abrupt and seemingly unmotivated,”",-0.15,0.05,-0.3,train,EmoBank
SemEval_240,Griffiths scorns Withnail 'play',-0.355,-0.07,0.0,train,EmoBank
easy_money_11643_11753,I looked down and saw he was pointing to another marker just slightly different from the one we had just left.,0.05,-0.05,0.0,train,EmoBank
A_defense_of_Michael_Moore_3923_4198,"In a weaker sense, the same message is projected to American children, who grow up being told that it is not acceptable to be violent to one another, but who simultaneously have to endure corporal punishment and media messages about how ""the enemies of freedom"" are punished.",-0.2,0.05,0.05,train,EmoBank
Fermentation_Eminent-Domain_8517_8592,The issue of the costs to vintners is non-trivial too as you can see above.,0.0,-0.1,0.0,train,EmoBank
vampires_557_657,Then it jumped the shark with the Tom Cruise-Brad Pitt movie (based on the Anne Rice novel) in 1994.,0.0,0.0,0.0,train,EmoBank
WhereToHongKong_61747_61931,"A former Confucian temple is presently the home of the historic National Peasant Movement Institute, where the Chinese Communist Party trained its leaders in the 1920s.",0.11,0.055,0.11,train,EmoBank
NWF1_3826_3897,And it’s a great way to show your commitment to conservation every day.,0.05,-0.1,0.15,train,EmoBank
Nathans_Bylichka_19846_19924,"The blood flashed into flames as soon as it hit the ground, and I jumped back.",-0.2,0.15,-0.1,train,EmoBank
Nathans_Bylichka_36468_36488,"“Name me,” she said.",0.0,0.06,0.19,train,EmoBank
captured_moments_27913_27975,"He spoke quickly, prepared to be rejected.",-0.375,0.25,-0.125,train,EmoBank
A_defense_of_Michael_Moore_3005_3266,"Moore's hypothesis (which apparently comes at least in part from the book ""Culture of Fear"" by Barry Glassner, also advertised on Moore's website) is that the constant bombardment with messages of fear can incite paranoia, which itself can lead to violent acts.",-0.1,0.0,0.1,train,EmoBank
NYTnewswire7_4938_5179,"The conservation groups providing information to chefs and retailers and lists of environmentally appropriate seafoods to consumers are the same groups working to affect fisheries management on the political and regulatory level, Moore said.",0.0,0.0,0.05,train,EmoBank
The_Black_Willow_9628_9676,Never again shall it see the rosy-fingered dawn!,-0.1,0.3,0.0,train,EmoBank
110CYL068_31_156,A few months ago you received a letter from me telling the success stories of people who got jobs with Goodwill's help.,0.2,0.0,0.05,train,EmoBank
hotel-california_23542_23568,Adrienne focused on Zheng.,-0.06,-0.125,0.0,train,EmoBank
hotel-california_20095_20120,"“You can try to hold on,”",-0.1,0.15,0.05,train,EmoBank
Nathans_Bylichka_53830_53936,I called out to Amy to shut the door in case the vampire had any friends who might be trying to follow us.,-0.125,0.185,0.125,train,EmoBank
WhatToHongKong_15153_15370,"Larger arenas, including the Queen Elizabeth Stadium, the Hong Kong Coliseum, and the Ko Shan Theater in Kowloon play host to various concerts, pop concerts, sporting events, and variety shows.",0.15,0.05,0.05,train,EmoBank
Nathans_Bylichka_7403_7443,"…But, sir, this is an unusual situation.",-0.15,0.0,0.0,train,EmoBank
Seedbombing_457_490,The first step to seedbombing is:,0.0,-0.135,0.045,train,EmoBank
anth_essay_4_10686_10866,Illiteracy rates are in fact correlated with the Mayan language itself: those who speak Spanish are more likely to be literate than those who speak Mayan alone (England 2003: 733).,-0.05,0.0,-0.05,train,EmoBank
Nathans_Bylichka_10218_10234,“Tell me anyway.,0.0,0.125,0.31,train,EmoBank
The_Black_Willow_8867_8910,"""I had a hunch you'd be at Arthur's today,""",0.1,0.1,0.05,train,EmoBank
aspca1_1491_1554,"When our officers arrived, Astro was too weak to even stand up.",-0.185,0.0,-0.185,train,EmoBank
cable_spool_fort_6035_6148,Chad tried to tell his arms to lift him and let him reach for the tumbleweed to prove he wasn't a baby to Tucker.,-0.06,0.125,-0.125,train,EmoBank
hotel-california_15779_16051,"“Also impossible. Even if we were traveling at ninety-nine percent of the speed of light—that's assuming you ignore science and pretend that such a thing is possible, because it isn't—we'd still age. We'd just appear to age slower than people not traveling as fast as us.”",-0.1,0.25,-0.1,train,EmoBank
WhereToHongKong_28565_28724,The house was built in 1865 by a member of the Man clan who achieved the rank of tai fu (mandarin) by doing well in the Imperial Exam­inations.,0.1,0.1,0.1,train,EmoBank
20020731-nyt_26508_26592,"The sale price of $6.6 million, when added to the commission, totaled $7.59 million.",0.15,0.05,0.05,train,EmoBank
WhatToHongKong_14470_14489,The Performing Arts,0.11,0.0,0.0,train,EmoBank
The_Black_Willow_21070_21151,"And without that torturous willow, he might be free to write whatever he saw fit.",-0.15,-0.05,0.0,train,EmoBank
110CYL070_1221_1263,Please continue our important partnership.,0.0,0.0,0.0,train,EmoBank
The_Black_Willow_7903_7938,"""but I fear for what would remain.""",-0.375,0.185,0.0,train,EmoBank
Nathans_Bylichka_53713_53829,"He ran down a hallway and slipped behind one of the doors, but Nepthys was close behind him and left it open for me.",0.0,-0.1,0.0,train,EmoBank
captured_moments_20053_20081,I did that in a comedy once.,0.0,0.0,0.0,train,EmoBank
wsj_0150_4_160,"A.L. Williams Corp. was merged into Primerica Corp., New York, after a special meeting of Williams shareholders cleared the transaction, the companies said.",0.055,0.11,0.0,train,EmoBank
Madame_White_Snake_3342_3369,“Lust of the White Serpant”,0.0,0.0,0.0,train,EmoBank
Nathans_Bylichka_56759_56816,I thought I heard Rachel’s voice blearily calling for me.,-0.125,0.0,0.0,train,EmoBank
hotel-california_16100_16146,"Besides, I wouldn't mind being around forever.",0.2,0.1,0.1,train,EmoBank
appalachian1_8808_8916,May we look for the enclosed AMO Membership Acceptance with your tax-deductible contribution by return mail?,0.055,-0.165,0.0,train,EmoBank
Nathans_Bylichka_56280_56354,"Two points of fire opened in my throat for an instant, then all went numb.",-0.3,0.1,-0.15,train,EmoBank
IntroDublin_384_464,At night the streets are crowded with people bent on having a good time.,0.3,0.3,0.15,train,EmoBank
How_soon-Fans_1752_1761,How come?,-0.07,0.07,-0.145,train,EmoBank
Bartok_16513_16528,The Development,0.09,-0.135,0.0,train,EmoBank
Nathans_Bylichka_47619_47666,"“I know a quick way to Dvorov’s,” said Nepthys.",0.0,-0.1,0.05,train,EmoBank
A_defense_of_Michael_Moore_21165_21248,"That's because while there is a so-called war on drugs, there is no war on poverty.",-0.25,0.05,-0.1,train,EmoBank
118CWL048_1437_1492,Early adolescence is the most vulnerable age for youth.,0.0,-0.05,-0.05,train,EmoBank
wsj_0161_167_431,"The Oklahoma City energy and defense concern said it will record a $7.5 million reserve for its defense group, including a $4.7 million charge related to problems under a fixed-price development contract and $2.8 million in overhead costs that won't be reimbursed.",0.0,-0.18,0.0,train,EmoBank
detroit_3925_3986,"It ""needed some work, a hole patched, some windows replaced.""",-0.15,0.05,0.05,train,EmoBank
lw1_4061_4181,"Tara would not let giddy hopes drag them onto a rock that would spell the end for the project, and the Arrallin species.",0.0,0.145,0.145,train,EmoBank
wsj_0168_207_383,"The McAlpine family, which operates a number of multinational companies, including a London-based engineering and construction company, also lent to Meridian National $500,000.",0.11,0.0,0.055,train,EmoBank
A_defense_of_Michael_Moore_12213_12277,"The rally took place on October 17, the shooting on February 29.",-0.22,0.0,0.0,train,EmoBank
hotel-california_31136_31243,"I shifted my feet in the plush green carpeting of the Emerald Lounge, looking out the windows at the stars.",0.25,-0.1,0.0,train,EmoBank
wsj_0135_149_310,"The Rockford, Ill., maker of fasteners also said it expects to post sales in the current fiscal year that are ""slightly above"" fiscal 1989 sales of $155 million.",0.05,0.05,0.0,train,EmoBank
detroit_5174_5222,"But right now, the NYT's story reeks of Shinola.",-0.2,0.1,0.05,train,EmoBank
vampires_341_362,"""Love at First Bite """,0.5,0.44,0.19,train,EmoBank
The_Black_Willow_20325_20450,"Leaving the circle of ashes, he stood and turned towards the woods, in which it was his habit to walk when in a pensive mood.",-0.2,0.0,0.0,train,EmoBank
Fermentation_Eminent-Domain_2563_2658,"""This moment ...marks the beginning of a stronger Sonoma County brand for generations to come.""",0.15,0.1,0.05,train,EmoBank
SemEval_1016,Iraqi sunni lands show new oil and gas promise,0.2,-0.05,0.2,train,EmoBank
Fermentation_Eminent-Domain_10303_10323,JohnLopresti said...,0.0,-0.05,-0.1,train,EmoBank
Ant_Robot_28951_29112,"Each of Antie’s eight bump sensors will cause the robot to rotate a different amount, and the sonar will cause it to rotate 90 degrees in the opposite direction.",0.0,-0.1,0.05,train,EmoBank
blog-monastery_3154_3251,She said philosophy and epistemology were doing it right: looking at experiences from the inside.,0.0,-0.125,-0.04,train,EmoBank
110CYL200_947_1076,"Unemployed, homeless and with a prison record, Jerry now faced going back to prison for failure to pay child support.",-0.4,0.0,-0.35,train,EmoBank
Madame_White_Snake_152_377,"The Chinese legend of Madame White Snake, the snake demon that takes human form and becomes the wife of a man, has exerted a lasting influence over East Asian folktales and fiction for centuries.",0.0,0.0,0.0,train,EmoBank
The_Black_Willow_3832_3938,"For a few yards, they kicked up dust along the roadway; then they raised their hooves and took to the air.",0.07,0.07,0.07,train,EmoBank
Nathans_Bylichka_8204_8285,Walking didn’t build up much heat; it just moved the air enough to chill me more.,-0.125,0.0,0.0,train,EmoBank
NYTnewswire2_8260_8291,"""was involved with the results""",0.0,0.0,0.0,train,EmoBank
Anti-Terrorist_2933_3013,"Without motivation, terrorism will quickly die down, like a plant without water.",-0.05,0.0,0.05,train,EmoBank
Homosexuality_2229_2381,"At this point in time, Karl Maria Kertbeny used the word in a pamphlet which fought to repeal the current antihomosexual laws of Prussia.",-0.05,-0.15,0.05,train,EmoBank
detroit_11974_11991,Europe's follies?,-0.1,-0.15,-0.05,train,EmoBank
WhatToHongKong_8948_8999,Hollywood Road has several furniture shops.,0.1,0.2,0.15,train,EmoBank
WhereToHongKong_37029_37115,There are also several open-air restaurants where you can enjoy fresh seafood.,0.22,0.165,0.22,train,EmoBank
IntroDublin_5560_5713,"Dublin has international restaurants galore, and the New Irish Cuisine is built upon fresh products of Ireland’s seas, rivers, and farms.",0.19,0.125,0.06,train,EmoBank
SemEval_209,Commentary: Minutemen have a right to be idiotic,-0.11,0.22,0.055,train,EmoBank
20000415_apw_eng-NEW_1583_1631,At least one other congressman has visited Iraq.,0.05,0.05,0.05,train,EmoBank
wsj_0157_4_173,Tony Lama Co. said that Equus Investment II Limited Partnership has proposed changing the offer for the company to $13.65 in cash and stock from an all-cash transaction.,0.05,-0.15,-0.05,train,EmoBank
SemEval_531,Really?: The claim: the pill can make you put on weight,-0.2,0.15,0.0,train,EmoBank
wwf12_932_1053,"With your increased commitment, we can move forward to thwart the most serious threats to endangered ecosystems.",0.215,0.355,0.145,train,EmoBank
115CVL036_795_983,The community initiatives committee is working with our development office to put together a long-range fundraising plan that will ultimately bring more money into our centers.,0.3,0.05,0.0,train,EmoBank
20020731-nyt_28490_28588,"In 1954, after the king was deposed, his coins were sold at auction and the double eagle vanished.",-0.06,0.0,-0.06,train,EmoBank
guidedogs1_1099_1233,"The only way we can continue to provide guide dogs, at no cost, to someone who is blind or visually impaired, is through your support.",0.05,0.05,0.05,train,EmoBank
Nathans_Bylichka_30875_30908,“and a Bloody Mary for my friend.,0.05,-0.1,0.15,train,EmoBank
WhatToHongKong_19904_19984,There are more than 40 beaches in Hong Kong that are free to the public.,0.15,0.1,0.15,train,EmoBank
lessig_blog-carbon_1404_1440,"Comments (14) April 27, 2009 9:42 AM",0.0,-0.25,0.05,train,EmoBank
Fermentation_Eminent-Domain_4473_4487,I love it Tom.,0.555,0.39,0.11,train,EmoBank
Bartok_22435_22598,"It is worth pointing out that the arrival on G at measure 425 is led into by D, which constitutes another “filling in” of the whole-step by the intervening fourth.",0.0,0.0,0.0,train,EmoBank
20020731-nyt_32360_32622,"After evaluating the extensive body of evidence before it and your testimony, the committee is troubled by incongruities, inconsistencies and conflicts, particularly concerning actions taken by you which were or could have been of potential benefit to Mr. Chang.",-0.11,0.055,0.055,train,EmoBank
detroit_9467_9479,"""solidarity""",0.1,0.2,0.25,train,EmoBank
20020731-nyt_10070_10259,The United States cut virtually all military links with Indonesia in 1999 after its forces were implicated in the violence that swept East Timor after that territory voted for independence.,-0.125,0.06,0.0,train,EmoBank
110CYL069_1968_1985,I know you can...,0.06,0.0,0.185,train,EmoBank
SemEval_546,Essay: about that mean streak of yours: psychiatry can do only so much,0.0,-0.215,0.07,train,EmoBank
Nathans_Bylichka_41366_41433,"I took it and, dropping to one knee, gave her fingers a small kiss.",0.25,0.35,0.15,train,EmoBank
captured_moments_6291_6300,I stared.,0.0,0.0,0.1,train,EmoBank
lessig_blog-carbon_6147_6274,I would gladly accept the sum of fifteen thousand dollars from Prof Lessig or anyone else to offset his carbon heavy lifestyle.,0.22,0.165,0.22,train,EmoBank
A_defense_of_Michael_Moore_7890_7951,Even Lockheed did not believe the public to be that gullible.,0.0,0.0,0.05,train,EmoBank
aspca1_4202_4248,He is the pride and joy of this loving family!,0.5,0.285,0.145,train,EmoBank
Fermentation_HR5034_6867_6908,But this goes beyond even my expectation.,0.05,0.1,-0.1,train,EmoBank
A_defense_of_Michael_Moore_8200_8400,"Of course, critics have conveniently ignored the fact that Lockheed Martin does supply weapons of mass destruction to the US military, and that the company is the nation's largest military contractor.",-0.05,0.1,-0.05,train,EmoBank
A_defense_of_Michael_Moore_22121_22267,"Never mind that they did so not out of some humanitarian motivation, but because of the Taliban's violent enforcement of the ban on opium poppies.",-0.15,0.05,0.1,train,EmoBank
SemEval_680,NFL team's fan of the year: 'Flag Lady',0.1,0.1,0.05,train,EmoBank
110CYL071_42_48,"Dear ,",0.0,0.0,0.0,train,EmoBank
vampires_3755_3902,"I don't know about Pirate Zombies v. Ninja Vampires, but there is a game where you can play to become Zombies, Ninjas, Pirates, and Mad Scientists.",0.05,0.05,0.0,train,EmoBank
The_Black_Willow_18956_19051,"When they had gone, he remained, stunned, until the scent of woodsmoke recalled him to himself.",-0.215,0.0,-0.145,train,EmoBank
Nathans_Bylichka_44157_44260,"When I had told her all that I could remember, she blinked her black lashes and said, “I remember him.”",0.05,0.1,0.1,train,EmoBank
hotel-california_24247_24312,Mission accomplished: Our routine insouciance had been disrupted.,0.215,0.215,0.355,train,EmoBank
SemEval_45,US Troops Killed In October In Iraq,-0.45,0.05,-0.15,train,EmoBank
A_defense_of_Michael_Moore_21249_21387,"Poverty is frequently portrayed as natural, and the poor in America are seen by conservatives as VCR-owners who are just too lazy to work.",-0.25,0.125,0.0,train,EmoBank
SemEval_950,North Korea ready to discuss nuke disarmament,0.0,0.07,0.0,train,EmoBank
The_Black_Willow_3483_3551,"""Where I am to take you, one need never think of those left behind.""",0.11,0.055,0.335,train,EmoBank
118CWL050_140_228,"""The urgency you feel to make changes is just the extent that change will be made.",0.1,0.15,0.1,train,EmoBank
119CWL041_1456_1479,"Richard H. Gilbert, Jr.",0.0,-0.1,0.0,train,EmoBank
WhatToHongKong_19985_20087,"Most have lifeguards on duty from April to October, changing rooms, toilets, and snack stands.",0.1,0.0,0.05,train,EmoBank
20020731-nyt_44811_44937,and the Port Authority should offer some bigger ideas about how to connect the downtown area better to the rest of the region.,-0.1,-0.05,0.05,train,EmoBank
Nathans_Bylichka_48179_48204,"“Anyway, long time, man.”",-0.05,0.0,0.0,train,EmoBank
114CUL057_430_532,"For this event, when you purchase a corporate picnic table, you will be able to bring 16 people.",0.15,0.0,0.1,train,EmoBank
defenders5_2343_2463,"And they didn’t listen to the recommendations of the Alaska Department of Fish and Game, which opposed this legislation!",-0.2,0.3,0.1,train,EmoBank
easy_money_11504_11518,It was a moai.,0.0,-0.1,0.0,train,EmoBank
Seedbombing_2745_2771,It's chlorophyll graffiti.,-0.1,-0.05,-0.05,train,EmoBank
audubon2_4027_4059,"Sincerely, John Flicker",0.055,-0.11,0.11,train,EmoBank
wsj_0127_346_473,"While there were no one-time gains or losses in the latest period, there was a one-time gain of #18 million in the 1988 period.",0.05,-0.15,0.1,train,EmoBank
NYTnewswire6_6403_6538,"When Child was asked some years back what she would order for her last meal, she ended the list with ""something chocolate for dessert.""",0.125,0.125,0.19,train,EmoBank
Fermentation_HR5034_4278_4343,"""Fact v. Fiction page ( http://www.hr5034.org/fact-vs-fiction ) """,0.0,0.0,0.0,train,EmoBank
captured_moments_26947_27027,He spoke of his art with the enthusiasm of a seven-year-old.,0.4,0.25,0.05,train,EmoBank
SemEval_1357,Samsung settles price-fixing lawsuit,-0.1,-0.05,-0.15,train,EmoBank
easy_money_240_287,"He said he had a ""business proposition"" for me.",0.15,0.0,0.05,train,EmoBank
hotel-california_20161_20239,"Repeat stories to yourself in the artificial night, sketch faces in your mind.",0.0,0.05,0.05,train,EmoBank
A_defense_of_Michael_Moore_6240_6355,"Moore's detractors have sometimes extended those 7-10 days to several weeks, contradicting the bank's own estimate.",0.0,0.0,0.05,train,EmoBank
Ant_Robot_19822_19838,Common Behaviors,0.0,0.05,0.0,train,EmoBank
20020731-nyt_15160_15309,"But Microsoft's potential advantage, analysts say, is its ability to link its cell phone software to its desktop PC software, a Microsoft stronghold.",0.2,0.05,0.25,train,EmoBank
SemEval_1482,Study: More kids exposed to online porn,-0.3,0.0,-0.05,train,EmoBank
Nathans_Bylichka_26416_26439,"Please, walk this way.”",0.0,0.05,0.05,train,EmoBank
Nathans_Bylichka_26578_26735,"The next room had mosaics of what could have been Rome, with men in simple tunics working in a vineyard on one wall and men in odd, floppy hats on the other.",0.125,-0.125,0.125,train,EmoBank
hotel-california_21304_21317,she asked me.,0.05,0.05,0.05,train,EmoBank
Homosexuality_7635_8028,"The American Psychological Association further reiterated this belief when an overwhelming majority of the Council of Representatives adopted the Resolution on Appropriate Therapeutic Responses to Sexual Orientation in 1997, which publicly chastised those who attempted to “cure” homosexuality by means of various forms of treatment.",0.0,0.05,-0.05,train,EmoBank
lessig_blog-carbon_425_520,One reason we're late (other than the obvious) is the insane complexity in calculating it well.,-0.045,-0.045,0.045,train,EmoBank
anth_essay_4_8621_8850,"A major success in the Colombian saga is the revamped constitution of 1991, which includes a section on indigenous rights, as the Congress which drafted it included representatives from native groups (Gow and Rappaport 2002: 57).",0.06,-0.125,0.06,train,EmoBank
Nathans_Bylichka_50933_51041,"A bleeding, eyeless thing shuddered and beat its arms against me, but I ducked around it and toward the bar.",-0.15,0.15,0.05,train,EmoBank
112C-L013_2235_2311,"Please ""help good kids get better"" by sending us a contribution today.",0.1,0.3,0.05,train,EmoBank
SemEval_1106,Small-business owners find Bush health plan appealing,0.09,0.0,0.09,train,EmoBank
IntroDublin_4462_4636,"Traditional Irish music is also alive and well, especially in the pubs, and there has been a revival of storytelling, poetry reading, and traditional dancing.",0.25,0.25,0.06,train,EmoBank
detroit_1252_1295,So how can you buy an actual home for $100?,0.0,0.2,-0.05,train,EmoBank
audubon1_4359_4461,"And with a donation of $15 or more, you’ll receive a FREE Birdfeeder in appreciation for your concern.",0.15,0.05,0.05,train,EmoBank
hotel-california_3392_3417,“What about my crewmates?,0.0,-0.06,-0.06,train,EmoBank
Fermentation_Eminent-Domain_548_595,"Yet, the law does nothing to educate consumers.",-0.3,0.0,0.0,train,EmoBank
captured_moments_33045_33103,That was easier than despising myself.,-0.06,0.0,0.06,train,EmoBank
20020731-nyt_19976_20030,He was recently named one of the 70 greatest Redskins.,0.07,0.07,0.0,train,EmoBank
Acephalous-Internet_2486_2550,"I didn't remember that I remember that, but now that I do, I do.",0.05,0.05,0.05,train,EmoBank
Ohio_Steel_7722_7787,The petition was lost among paperwork and bureaucratic procedure.,-0.25,-0.1,0.0,train,EmoBank
Nathans_Bylichka_39614_39634,His eyes were white.,-0.09,-0.09,-0.045,train,EmoBank
Nathans_Bylichka_42854_42890,She has good blood under her cheeks.,0.11,-0.055,0.055,train,EmoBank
captured_moments_20936_20941,"""Oh?""",-0.05,0.2,0.15,train,EmoBank
hotel-california_29208_29251,He said something about a wreck going well.,0.0,0.05,0.05,train,EmoBank
NWF1_1802_1847,"“the world’s most beautiful nature magazine,”",0.44,0.06,0.0,train,EmoBank
WhereToHongKong_56447_56683,"This waterway accounts for much of the local charm and excitement, as the daily drama of the ferryboats, junks, sampans, freighters — and even small tankers and big gunboats — unfolds right in the center of town.",0.22,0.11,0.055,train,EmoBank
wsj_0152_656_806,"Dow Jones publishes The Wall Street Journal, Barron's magazine, and community newspapers and operates financial news services and computer data bases.",0.05,0.05,0.05,train,EmoBank
NYTnewswire9_827_884,"""Who says this?"" another commanding officer asked Karnes.",0.0,-0.07,0.07,train,EmoBank
wsj_1640_3107_3213,"Under Mr. Gorbachev, Mr. Goode said, the Soviets are openly stealing Western corporate communications.",-0.07,0.0,0.14,train,EmoBank
captured_moments_26497_26547,"Tasha said, ""A little fellow with big, furry feet.",0.125,-0.125,0.125,train,EmoBank
Anti-Terrorist_4412_4509,"If the terrorist loses faith in the righteousness of his acts, he is less likely to perform them.",-0.05,0.0,0.05,train,EmoBank
NYTnewswire8_2118_2310,"Critics say that is not nearly enough compared with other prescribers, such as M.D. psychiatrists or nurse practitioners who have at least six years' medical education and clinical experience.",0.0,0.0,0.0,train,EmoBank
hotel-california_24845_24857,A long time.,0.0,0.0,-0.05,train,EmoBank
Black_and_white_1580_1790,"“Intelligent beings have a language represented by articulate sounds; organized beings, like all animals and vegetables, express themselves by cries or forms, contour or carriage.",0.045,0.185,0.135,train,EmoBank
WhereToHongKong_66329_66402,Shenzhen’s main tourist attractions are its enormous theme parks.,0.2,0.05,0.0,train,EmoBank
cable_spool_fort_5158_5209,"Roy!"" Chad called, but his voice would only whisper",-0.15,0.2,-0.15,train,EmoBank
WhereToHongKong_23184_23381,"The market runs all the way up to Tin Hau Temple, where you will find fortune tellers’ tables (some speak English) and possibly street performers singing Chinese opera or pop songs.",0.125,0.065,0.125,train,EmoBank
appalachian1_9397_9531,"P.P.S. Check out our website at www.outdoors.org for up-to-date information and hot tips on where to go, what to do, and what to take!",0.1,0.2,0.1,train,EmoBank
captured_moments_24294_24324,"""All of it outrageous praise?""",0.05,0.3,0.0,train,EmoBank
Nathans_Bylichka_36361_36438,"As soon as I touched her, her eyes opened into mine and she grabbed my wrist.",0.05,0.2,0.0,train,EmoBank
Bartok_24020_24261,"In addition to the “mode”-shift, we notice that the metric dissonance shown in Examples 9 and 10 no longer appears (notice how regular the rhythm of the accompanying figure is in Example 19) and also that the written meter no longer changes.",0.05,-0.1,0.05,train,EmoBank
20020731-nyt_43240_43381,"It is the right message, sent while it is still early enough to do something constructive about the disappointing quality of the work so far.",-0.285,0.07,0.0,train,EmoBank
SemEval_1271,"Beauticians cut, curl, offer stroke-prevention info",0.07,0.0,0.07,train,EmoBank
115CVL037_1098_1141,Stopover crises counseling for youth.,-0.1,0.0,-0.05,train,EmoBank
WhereToHongKong_55046_55196,"Cheoc Van and Hac Sa (“Black Sands”) are both popular resort areas, with lifeguards on duty in summer and windsurfing boards for rent.",0.0,-0.15,-0.05,train,EmoBank
hotel-california_33157_33182,Our instinct was to hide.,-0.1,0.05,-0.1,train,EmoBank
WhatToHongKong_1555_1568,Buyer Beware.,-0.25,0.15,0.1,train,EmoBank
captured_moments_21821_21890,"And I invite a neighbor, one nice, lonely man --""",0.3,0.0,0.2,train,EmoBank
detroit_1544_1618,"I saw community gardens, art parks, a grassroots transformation of a city.",0.25,0.05,-0.05,train,EmoBank
captured_moments_28728_28752,"""My God, yes, yes, yes!""",0.65,0.7,0.2,train,EmoBank
Fermentation_Eminent-Domain_6560_6580,JohnLopresti said...,0.0,0.0,0.0,train,EmoBank
detroit_12427_12552,"Did the tools of production really get sold, to the shareholders benefit, leaving the worker without means to defend himself?",-0.2,-0.05,-0.1,train,EmoBank
WhereToHongKong_20285_20431,"Its futuristic dome design is striking; inside are interactive exhibits, including one in which you can experience weightlessness.",0.055,0.0,0.0,train,EmoBank
NYTnewswire9_10457_10490,"""Those hospitals were not for us.",-0.3,0.15,-0.1,train,EmoBank
NYTnewswire4_2523_2590,"""and he said he felt like he was having an out-of-body experience.""",-0.05,0.35,-0.2,train,EmoBank
hotel-california_17658_17784,“The captain selected us for a reason. He has inside intelligence—how else would he know where to find us? He knows about us.”,0.05,0.05,-0.1,train,EmoBank
The_Black_Willow_9502_9550,"Leaning against his tree, Nathan shook his head.",-0.05,-0.15,-0.05,train,EmoBank
118CWL048_475_637,"Big Sisters are mentors and friends who empower girls to more fully reach their potential, experience life's opportunities and perhaps begin to dream.",0.25,0.15,0.15,train,EmoBank
HistoryLasVegas_16237_16341,"They can no longer be just a box filled with gaming tables, restaurants, and a showroom.",-0.05,0.05,0.1,train,EmoBank
The_Black_Willow_19205_19305,"A mass of flaming wood stood before him, heat singeing him and sparks flying too close to his house.",-0.165,0.28,-0.11,train,EmoBank
Nathans_Bylichka_54832_54840,“Nathan!,0.135,0.5,0.09,train,EmoBank
Nathans_Bylichka_22599_22669,"Frankly, I don’t know if we can even doing anything against a vampire.",-0.145,0.0,-0.07,train,EmoBank
sucker_195_321,"First the holocaust survivor who said she was literally raised by wolves turns out to be just a regular, if depressed, person.",-0.25,-0.05,0.0,train,EmoBank
SemEval_597,Stenson defends his title at Dubai,0.06,0.06,0.06,train,EmoBank
Nathans_Bylichka_39564_39568,“he”,0.0,-0.1,0.0,train,EmoBank
Nathans_Bylichka_55278_55366,"He leapt over the pews, soaring like a grasshopper, and drew a gleaming knife in midair.",-0.125,0.06,-0.06,train,EmoBank
Nathans_Bylichka_235_544,"It came in through my mother's blood; my Russian grandmother would always tell me stories, bylichkas, of ancestors with the ""second sight"", stupid mill owners who discovered bags of gold after letting a special fish off their hooks, and dark strangers who used to appear to help or interfere at crucial times.",-0.045,0.045,0.135,train,EmoBank
captured_moments_22958_22972,"""Interesting.""",0.15,0.2,0.0,train,EmoBank
118CWL050_3659_3849,"For a minimum contribution of $250, you become eligible for a 50% Indiana state tax credit through the Indiana Department of Commerce Neighborhood Assistance Program (NAP).",0.05,-0.15,0.0,train,EmoBank
captured_moments_12778_12786,I asked.,0.0,-0.125,0.19,train,EmoBank
Bartok_22748_22868,"Rather than resolve this D back to G, however, Bartók shifts briefly to F♯ in measure 456 and leads to E in measure 467.",0.05,0.05,0.15,train,EmoBank
hotel-california_31244_31446,"Times like that, running on less sleep than I should, alone because everyone else had had the sense to retire for the night, I had a tendency to get all meditative about the universe and my place in it.",0.0,-0.22,-0.11,train,EmoBank
captured_moments_10925_10932,Enough.,-0.11,0.055,0.11,train,EmoBank
